school,major,priority,likely_issue,required_courses,recommended_courses,gpa,credits,english,note,action
"UC System","UCLA — Henry Samueli School of Engineering (HSSEAS)","HIGH","Separate campus common requirements from major-specific requirements","공식 페이지에 학과별 과목 게시됨 (admission.ucla.edu/apply/transfer 확인 필요) | 공통 필수로 알려진 것: English Composition 2과목 | Calculus 1+2+3 | Linear Algebra | Physics 3-series + 학과별 추가 | IGETC 불인정 (partial IGETC도 불인정) | Alternate major 옵션 없음 | CS/AE/ME 전공은 전공 변경 불가","","3.4 (competitive avg 3.8+)","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
❌ TAG 없음 | Fall only
TOEFL: 100+ (신척도 5+, sub 5+) / IELTS: 7.5+ / DET: 135+
Source: admission.ucla.edu/apply/transfer ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Davis — College of Engineering","HIGH","Separate campus common requirements from major-specific requirements","공식 페이지에 학과별 과목 게시됨 (ucdavis.edu/admissions/transfer/major-requirements-college-engineering) | 공통 필수: Calculus 1+2+3+4 (MAT 21A/B/C/D) | Diff Eq + Linear Alg (MAT 22A/B) | Physics 3-series (PHY 9A/B/C) + 학과별 추가 | CS: 각 시리즈 GPA 3.40+ 필수 | Fall 2027~: CS에 MAT 22A (Linear Algebra) 추가 필수 예정","","Min 2.80 (전체 최소)
비TAG: 3.10 cumulative + 3.20 major prereqs
TAG: 3.50
CS: 각 시리즈 3.40+","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG (CS 제외) | Fall only
TOEFL: 80+ (신척도 4.5+) / IELTS: 6.5+ / DET: 115+
Source: ucdavis.edu/admissions/transfer/major-requirements-college-engineering ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Santa Barbara — Robert Mehrabian College of Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: Calculus 2학기 + Differential Equations + Linear Algebra | 학과별 추가 (공식 페이지 확인 필요): | ChemE: Physics 3-series+lab | Gen Chem 1년+lab | MATLAB | CompE: Physics 3-series+lab | C/C++ Programming | Data Structures in C++ | CS: C/C++ Programming | Discrete Math (★ FALL 2024~: Physics 더 이상 필수 아님) | EE: Physics 3-series+lab | C/C++/Python 1과목 | ME: Physics 3-series+lab | Gen Chem 1과목+lab | Statics | 전공 변경 불가 (transfer 후) | Physics/Chemistry 시리즈는 동일 학교에서 이수 권장","","공식 최소 미명시 (holistic)
TAG: 3.0~3.5 (전공별 상이)","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG | Fall only
TOEFL: 80+ / IELTS: 6.5+ / DET: 115+
영어 면제: C 이상 (B 아님)
Source: engineering.ucsb.edu/undergraduate/admissions/transfer-preparation ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Irvine — Henry Samueli School of Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: Calculus 1+2 (1년) | Multivariable Calculus | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | MATLAB or programming (학과별 상이) | + 학과별 Physics / Chemistry 추가 (UCI 별도 시트 참조) | CS&E: 최소 성적 B (다른 학과 C와 다름) | CS&E: Diff Eq / Linear Alg 불필요 / 1yr OOP 필수 (C/C#/VB 불인정)","","3.0 cumulative
+ 3.0 in major prereqs (별도)
TAG: 3.4 (CS&E 제외)","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG (CS&E 제외) | Fall only
TOEFL: 80+ / IELTS: 6.5+ / DET: 115+
Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Santa Cruz — Jack Baskin School of Engineering","HIGH","ASSIST major-by-major cross-check needed","CS (Impacted): CSE 12 + CSE 16 + CSE 30 + MATH 19A + MATH 19B — 5과목 합산 GPA 3.0+ | CS는 반드시 CS로 지원해야 함 (입학 후 변경 불가) | EE: MATH 19A+19B + Linear Alg + Diff Eq + Physics 3-series+labs (GPA 2.8+) | EFFECTIVE FALL 2026: EE에 CSE 12 추가 필수 | 기타 전공: UCSC 카탈로그 및 ASSIST.org 확인","","CS: 3.0+ (5과목 합산)
EE: 2.8+ (해당 과목 합산)
TAG: 3.0 (CS 제외)","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG (CS 제외) | Fall & Winter 입학 (유일한 UC)
TOEFL: 4.5+ (신척도) / IELTS: 6.5+ / DET: 115+
영어 면제: B 이상 필요
Source: catalog.ucsc.edu (2025-2026) ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Riverside — BCOE","HIGH","ASSIST major-by-major cross-check needed","ASSIST.org 필수 — UCR은 학과별 필수과목 목록을 공식 웹에 게시하지 않음 | 공식: 'Use ASSIST.org to see the prerequisites' | 학과별 세부 과목은 ASSIST.org에서 학교-BCOE 아티큘레이션 확인","","2.8 cumulative
+ 2.5 Calc 시리즈
+ 2.5 추가 전공과목 시리즈","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG | Fall only
TOEFL: 80+ / IELTS: 6.5+ / DET: 115+
Source: admissions.ucr.edu/transfer ✅
⚠️ 공식 과목 목록 없음 — ASSIST.org 필수","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC System","UC Merced — School of Engineering","MEDIUM","Official source re-check needed","공통: CHEM 002 + MATH 021+022+023+024 + Physics 008+008L + Physics 009+009L | CSE 추가: CSE 020+021 (B 이상 필수) + CSE 030 | IGETC 강력 비권장 | English Composition: 1과목 C 이상으로 충족 (다른 UC 2과목과 다름)","","2.4 (CA) / 2.8 (비CA)
TAG: 3.0
⚠️ CSE: CSE 020+021에서 B 이상","60 sem / 90 qtr UC-transferable
Fall only (UCSC/UCM 예외)","UC 시스템 공통: TOEFL iBT (≤Jan 20 2026): 80+ | TOEFL iBT (≥Jan 21 2026, 신척도): 4.5+
IELTS: 6.5+ | Duolingo: 115+ | 유효기간: 2년
★ 캠퍼스별 더 높은 기준:
UCLA: TOEFL 100+ (신척도 5+, sub 5+) / IELTS 7.5+ / DET 135+
UCSD: TOEFL 83+ / IELTS 7.0+ / DET 115+
UCB: TOEFL 80+ (선호 100) / IELTS 6.5+ / DET 115+","Source: admission.universityofcalifornia.edu (영어 요건) + 각 캠퍼스 공식 페이지 ✅ Verified May 2026
✅ TAG | Fall & Spring 입학 (유일한 2학기 UC)
TOEFL: 80+ / IELTS: 6.5+ / DET: 115+
Source: admissions.ucmerced.edu/transfer/major-preparation-schools ✅","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Aerospace Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목: Mechanics + E&M + Waves/Optics/Modern) | Gen Chemistry 1과목+lab | MATLAB or engineering programming 1과목","Statics | Circuit Analysis+lab | Materials Science | (공식 원문: 'not required for transfer consideration, however the degree cannot be completed in two years without them')","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Biomedical Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목) | Gen Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목","Engineering Graphics | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Biomedical Engineering: Premedical","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목) | Gen Chemistry 1년 (2과목)+lab | Organic Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목 | UCI 공대 내 Organic Chemistry 필수 유일한 전공 | (공식 원문: 'One year of organic chemistry with labs')","Engineering Graphics | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Chemical Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2 + lab (2과목 only — Waves/Optics 3번째 불필요) | Gen Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목 | (공식 원문: 'Two calculus-based physics courses with labs: mechanics, electricity and magnetism')","","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Civil Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2 + lab (2과목 only) | Gen Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목","Statistics | Statics | Engineering Graphics | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Computer Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목) | Chemistry 불필요 | Programming Concepts & Methodology 1과목 | Circuit Analysis 1과목 | Circuit Analysis 필수 (공식 원문: 'One course in circuit analysis')","Programming Concepts II | Computer Architecture | Digital Systems/Logic | OOP | Circuit Analysis lab | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Computer Science & Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Calculus 1+2만 (Diff Eq & Linear Alg 불필요) | Physics 1+2 + lab (2과목) | Chemistry 불필요 | OOP 1년 (Python/Java/C++ — B 이상 필수) | Advanced course 1개 (Data Structures/SWE/Discrete Math/Boolean Algebra/Linear Alg/Multivariable Calc 중 택1 — B 이상) | 최소 성적 B (다른 학과 C와 다름) | Diff Eq & Linear Alg 불필요 | C, C#, VB 불인정 / intro CS 과목 불인정 | TAG 미참여 (최소 GPA 3.0만 적용) | (공식 원문: 'One year of computer programming courses in a single object-language (Python, Java, or C++)')","","3.0 cumulative
3.0 in major prereqs
(CS&E: TAG 미참여)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Electrical Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목) | Chemistry 불필요 | Programming Concepts & Methodology 1과목 | Circuit Analysis 1과목 | Circuit Analysis 필수","Circuit Analysis lab | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Environmental Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2 + lab (2과목 only) | Gen Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목","Statistics | Statics | Engineering Graphics | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
"UC Irvine","Materials Science & Engineering","HIGH","Separate campus common requirements from major-specific requirements","전 학과 공통 필수: | Calculus 1+2 (1yr single variable) | Multivariable Calculus (1과목) | Differential Equations (CS&E 제외) | Linear Algebra (CS&E 제외) | Programming/MATLAB (학과별 상이) | 최소 성적: C 이상 (CS&E만 B 이상) | 필수과목 GPA 3.0 이상 (전체 GPA 3.0과 별도 계산) | 모든 prereqs Spring 종료 전 완료 | 학과 추가 필수: | Physics 1+2+3 + lab (3과목) | Gen Chemistry 1년 (2과목)+lab | MATLAB or engineering programming 1과목 | (공식 원문: 'One year of general chemistry with labs')","Statics | MSE intro 과목 | Circuit Analysis+lab | (2년 졸업 위해 필요)","3.0 cumulative
3.0 in major prereqs
(TAG: 3.4)","60 sem / 90 qtr UC-transferable","TOEFL iBT: 80+ | IELTS: 6.5+ | Duolingo: 115+
AP (3+) / IB HL(5+)/SL(6+) / ACT ELA 24+ / SAT Writing 31+ / SAT EBRW 680+ 도 인정
제출 마감: December | 유효기간: 2년","Source: admissions.uci.edu/apply/transfer-students/requirements.php ✅ Verified May 2026
Min GPA 3.0 cumulative + 3.0 in major prereqs 별도 유지
TAG: 3.4 (CS&E 제외) | Fall only | Min 60 sem/90 qtr units
모든 prereqs Spring 종료 전 완료 필수
IGETC 허용 — 단 engineering/math/science 전공에 비권장","Reclassify each item as required, recommended, optional, or unknown using official campus page and ASSIST when applicable"
